"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bangladesh","BGD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980.037863715272","1028.38337795327","1088.83990162389","1145.07558485392","1191.94159590329","1255.59711373411","1313.18582166497","1371.07675772452","1431.16046892709","1490.37912131099","1574.52564660474","1659.89546399693","1718.08388014297","1803.27026475754","1916.67979538928","2074.25063605185","2253.43135010045","2451.94395466358","2626.06271790411","2751.24468002028","2906.46775125757","3119.92997299708","3501.55557376082","3751.06108589874","4023.54114557771","4253.68769851408","4608.57465239377","4894.44219729247","5484.7635465215","6025.08734934947","6596.04459830619","7366.48997079065","8354.71586776861","9065.69893428451",
"Bulgaria","BGR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7545.5330564159","7212.99798083555","6914.71725327386","7029.69014283394","7335.18435333148","7737.70334242043","6846.47056889757","5749.38118454533","6177.64235458951","5807.82878377969","6422.79933249027","6961.08334496022","7937.48314362508","8417.41752868608","9201.6253316936","10291.3390990584","11407.9860626796","12822.0814062742","14346.5140844658","14180.4784239757","14955.2598312277","15746.5388955975","16326.4315317425","16648.5069292721","17615.1088943583","18384.753572458","20064.9079467146","21455.8754961753","23004.3195450884","25526.2811018212","25735.0008544154","29404.9605099327","35463.5549883044","38689.5480749166",
"Bahrain","BHR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25733.5244425959","28596.7276551956","30132.7232787531","33646.7084852708","33152.533944401","34048.3631755977","34965.9358091509","35551.6909649151","36561.7946698474","37575.6778790108","39365.2842697284","40191.4031572635","41164.289603368","42903.956592058","44011.9426565082","44785.2770254655","45656.0803525174","47387.9307757213","48090.8637135397","46709.1908941482","47936.3017502887","49960.2678680839","53846.8813999014","53808.705888792","52272.91246307","46246.3956496833","45591.3982044197","49234.3134430285","50198.6409351387","53712.1485212388","51439.203757741","54351.8360757233","60652.8505008149","63847.8297282665",
"Bahamas, The","BHS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20544.6029580482","19954.6535386686","19216.8599173125","19308.9670129513","19938.6601449007","20853.910365198","21742.1748334072","22023.6095603997","22935.1071550577","24542.0947763648","25757.8177836368","26651.2518164784","27433.3231225048","27254.8587610815","27856.2449230045","29302.6482978025","30539.7200405935","31375.7034778865","30795.5009115818","29267.1739879743","29658.4196213359","30078.951999986","30564.2485630718","29604.3659369913","30771.7047152655","31094.5530793958","31277.8074380874","32982.3139347633","33876.1569503309","34541.7074946553","25459.2185150648","28510.9094889073","33637.5047981819","35554.7994806397",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1031.95485739405","965.389135102136","972.80385024912","1056.3470463316","1256.57626844155","1492.46581720437","2249.21625571017","3018.22360509825","3501.07980381336","3853.15924520146","4127.61381175111","4291.23955446116","4743.39153645476","4911.67778148195","5405.64767017935","5958.97087132454","6879.2536699124","7696.91344383855","8595.60001264752","8698.05500619841","9087.25971019195","9757.45500053005","10108.8832326176","10787.7219346281","11147.5624946393","11825.2094205044","12869.3020733423","13580.8855537693","14800.2103189103","16354.0001369123","16275.2381823462","18396.4690929752","20998.5226347685","22845.5185486781",
"Belarus","BLR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5226.61888446068","5336.07063591098","4922.90827817655","4646.31862077737","4195.25562736044","3850.23295896026","4044.09446066085","4601.89591988336","5067.29184678195","5337.69216262836","5802.47334124907","6245.4404594946","6705.03647172701","7370.38587552736","8492.90403784145","9648.23310764346","11007.5380432626","12334.5238793285","13902.4744631935","14050.7084356185","15364.0298436357","16563.2014078209","18114.7508606708","19014.0529737698","19037.8209530599","18133.5696288889","17832.4778855815","18413.7127377197","20026.0306698699","22301.5766886376","24872.3398993711","27611.1801135156","28406.0661481964","30751.4954188551",
"Belize","BLZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4461.14526139587","5048.16853582679","5703.44166501528","6073.23711927226","6069.17920362678","6084.15054311281","6076.43051453928","6227.02054594537","6315.55026605314","6772.79909570122","7525.90520715514","7829.07496569635","8121.8152056602","8807.04283283645","9193.12074391305","9406.70071437784","9841.03274285305","10144.2312027983","9897.56330243583","9645.50773249445","9640.29707439247","9588.60890907548","9145.72688146158","9378.91650684715","9340.36211596258","9451.56357394725","9336.41993712102","9086.91190946349","9479.91147437112","10436.3335268005","9540.67114968834","11559.8905984688","13280.5983941845","14195.3136207765",
"Bermuda","BMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34873.9453687725","34958.7805018948","35993.8760459029","37752.6620150982","38521.8564858342","40766.9413423425","42321.5299717319","44757.7794168298","46681.8170377628","48670.7068605407","53928.4209146652","58490.6399191424","58142.2515832306","60912.5022938869","63585.7481189892","66247.1015564724","71663.7687808834","75639.6407921225","75212.1449246609","71022.999747432","70637.9284223346","69998.8434204712","67919.6956461778","69949.5328378472","70210.3204527187","73879.4858462324","79035.7317939765","85285.2492109229","85861.1911426784","91263.4855956569","85795.3586036336","93555.5174506069","106866.340814807","",
"Bolivia","BOL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2294.9393380356","2446.24113572545","2491.75501471522","2606.8142742048","2732.68607475634","2865.47690583771","2988.82674892712","3132.85980502392","3267.45118439664","3267.84628468173","3364.43906775397","3436.75605979944","3514.82422349318","3617.66844878103","3803.26284239422","4025.57298050952","4273.45824271851","4509.94949167265","4795.8023633068","4902.65833811369","5080.10953672238","5363.98790270809","5837.07110109347","6552.41461552012","7003.24183911139","7103.43175633083","7492.28470943237","8442.58529533443","8876.58471942896","9091.92768943853","8210.7029098091","9342.97184427306","10238.812087808","10726.9988078303",
"Brazil","BRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6618.55156275763","6794.43419853191","6797.77678670811","7184.55311408461","7644.90110175589","8008.75726579725","8208.91899338111","8505.40753135029","8504.28362487004","8542.79315516793","8995.8518938603","9203.89733855784","9511.45399125227","9694.26570614553","10409.0762534616","10956.1229210525","11615.6404617041","12524.5680406443","13284.3946898934","13222.8776942858","14256.5594677776","14989.1577837574","14962.368438953","15469.5353944917","15564.8009999636","14567.7060619891","14057.3132470451","14293.6046394285","15165.0631526578","15741.4785048749","15759.0782300803","17672.9168034655","19398.5898133446","20584.4191661579",
"Barbados","BRB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9655.99146889207","9573.48072924202","9205.51008709789","9469.95112492449","9839.60816914888","10225.1481037672","10806.2043421382","11494.757658403","12038.2212255406","12224.9474272524","13033.8200737761","12976.7454752874","13228.434536421","13729.2764221724","14243.9145156469","15216.5190360566","16579.657566057","17317.6489399725","17685.5261193814","16830.4397248077","16601.4068354169","16765.7393021736","15772.2467806286","15807.8220077878","15636.4318232943","16006.9481094988","16438.835856606","16279.2465280439","16960.2477429223","17459.1512630062","14687.1070358881","14752.3736972313","17892.1892571507","19357.1694428676",
"Brunei Darussalam","BRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55173.3097606057","57104.2890713053","59518.3935649359","59548.4172919422","61181.0104491395","63698.6459463352","65184.6898080633","63869.1629110812","62834.5990698492","64284.6458890286","66220.7722204031","68177.0641737945","70527.5758433907","72632.655135302","73627.6806161778","74930.0490588656","79320.1312077794","80315.3792943544","79060.0485906072","76994.2246931119","78796.1006490646","82300.6560453021","87024.9382036149","83136.8552679635","81243.8989995442","62823.1166176378","56889.4103441758","62015.4331166776","65679.4310760955","70087.0385001719","70685.1863107895","79364.0945618203","82893.4043199124","86445.6605268602",
"Bhutan","BTN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1696.84532704783","1718.55295847625","1911.88869894824","2092.3013832488","2240.97291280423","2420.66707834603","2553.95483894373","2690.69732934237","2828.69066734514","3022.63388405427","3106.57937544221","3318.73758061984","3627.20976190929","3888.96344202617","4100.23367092431","4431.17646805571","4754.26698538774","5599.99429834457","5896.15956233712","6314.70023890297","7074.58199616011","7734.71780575306","8385.91921662943","8488.43707397898","9141.57706299116","10024.2956119085","11078.9238064299","11649.8320381412","11932.8563344735","12864.7780099884","12434.674518468","13423.4288725475","15021.728993413","",
"Botswana","BWA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5818.58154027491","6280.90616630852","6424.76960486472","6512.53580349462","6703.65071792696","7135.13229983294","7502.05899358193","8076.98281098758","8023.90500091179","8734.93752068887","8923.46988866842","8965.84114228129","9479.19471607402","9937.82511343581","10299.5307754302","10908.6242329751","11958.7508981348","12741.3903754477","13139.7250158189","11119.9144913792","12141.4868274689","12976.5291954634","12091.6876300234","12880.3052553569","14417.0132080037","13518.4848638657","15416.5845163403","14817.5712768034","14805.2916256042","14889.8073026521","14208.2701553477","16663.8685441919","18516.1913372997","19383.17259582",
"Central African Republic","CAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634.235477965086","632.07422916576","586.006273337404","582.926127408997","605.20932488032","644.424170240221","613.703562153155","639.334733765117","658.515611051071","672.892377662231","652.474184934689","681.43559297533","701.386610286808","660.466233300268","703.460792600702","715.808737364844","757.692817042015","798.966987032666","814.035529556603","870.430784403817","902.910764420659","945.593128485274","1025.92093865984","686.202331102101","673.393560977092","738.556430782503","793.924920784403","847.863933621235","867.392565869771","934.815543219503","1003.1486767262","1057.19439503026","1112.4459862811","1129.98045399934",
"Canada","CAN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20229.7558681625","20224.6873311056","20626.2020585898","21440.0469855991","22632.8340863081","23485.6419280395","24050.1750062174","25258.8605604948","26319.6741635104","27841.3533496575","29362.0841609786","30230.8487685762","30963.9218856684","32351.5456968698","33927.6696952532","36328.378994377","38119.3909593545","39575.4770075876","40376.0882836384","38864.0566958538","40098.2537191139","41666.8374590278","42291.9729357094","44301.0562529133","45758.1007297304","44668.0912814303","46470.6466391111","48317.3874457165","49982.5999118348","50498.9731057448","48590.6832121939","55781.6990272912","62041.5620298406","61582.3499713265",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7517.81847439496","6964.23336453133","6818.42235401263","7008.78202250084","7424.36640331656","7990.27000182335","8399.116054068","8704.63922342379","9097.06439155797","9396.48325852843","10015.9925664639","10801.6270764009","11679.8679066231","12341.0221845972","13483.8281436041","14312.5705402796","15921.7815378291","17765.5658569867","19675.7077191169","19702.0921889836","20822.5171589826","22311.1444916379","23109.4329335544","23863.2447654784","24930.6566407373","26138.7832134565","27759.4752283361","29835.9795536823","32020.3911908708","35482.038696541","35850.3487946529","39902.2158317656","45163.4349020907","48261.1524268396",
"Switzerland","CHE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28442.331604763","28773.0139362181","29093.3238541076","29475.7500522008","30245.3759671361","30821.4370522444","31497.7419568964","32728.0114219533","33857.6531675935","34742.6318631555","36695.2070554187","37822.9275072501","38704.9584597242","38737.3079261209","40176.5707415374","41524.8488732932","46275.5494842863","50929.4927044896","53808.7841127066","52971.3732760585","54432.3330821362","57493.5810559211","59440.9158607666","61656.4661708516","63417.0437157565","65265.04573356","67350.7518747757","68193.5054944094","70688.8187491194","73732.2353322093","72997.8239503282","81603.2073073193","90746.4532786","92980.401876095",
"Channel Islands","CHI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4437.0552176745","4872.13968794706","5533.63268102731","6026.75009592469","6473.88696661405","7250.18876163771","7959.48575350229","8581.43649230191","8927.83644158307","8921.98604843212","9468.31876647394","9876.22507775463","10239.3852879029","10820.6716212007","11735.1761702174","12685.0279639491","15676.5834282108","16875.7145632511","16550.4489137323","16118.3767465","18104.7245957743","20330.5245988853","21584.6812672625","22425.5894158104","22779.4276703281","22691.4866244485","23492.2878567238","24546.9124213942","25564.5367168945","25824.646525455","25443.2140146182","29050.0807938778","31586.1368981832","33284.4947338649",
